Ticker,CashAmount,ExDividendDate,RecordDate,PayDate,Frequency,DividendType,Currency
APH,0.165,2025-03-18,2025-03-18,2025-04-09,4,CD,USD
NBNKF,0.94,2025-03-24,2025-03-24,2025-03-31,1,CD,EUR
NRDBY,0.979104,2025-03-24,2025-03-24,2025-04-07,1,CD,USD
RHHBF,9.7,2025-03-28,2025-03-28,2025-03-31,1,CD,CHF
RHHVF,9.7,2025-03-28,2025-03-28,2025-03-31,1,CD,CHF
CMCSA,0.33,2025-04-02,2025-04-02,2025-04-23,4,CD,USD
DGX,0.8,2025-04-07,2025-04-07,2025-04-21,4,CD,USD
IDDWF,3,2025-04-07,2025-04-07,2025-04-10,1,CD,SEK
TLSNF,0.5,2025-04-11,2025-04-11,2025-04-16,4,CD,SEK
KKPNF,0.102,2025-04-23,2025-04-23,2025-04-28,2,CD,EUR
SRPRA,0.36875,2025-04-25,2025-04-25,2025-05-15,4,CD,USD
ARRJF,0.95,2025-05-02,2025-05-02,2025-05-07,1,CD,SEK
HMRZF,3.4,2025-05-09,2025-05-09,2025-05-14,2,CD,SEK
EPIAF,1.9,2025-05-12,2025-05-12,2025-05-15,2,CD,SEK
EPIPF,1.9,2025-05-12,2025-05-12,2025-05-15,2,CD,SEK
TLSNF,0.5,2025-07-31,2025-07-31,2025-08-05,4,CD,SEK
EPIAF,1.9,2025-10-14,2025-10-14,2025-10-17,2,CD,SEK
EPIPF,1.9,2025-10-14,2025-10-14,2025-10-17,2,CD,SEK
TLSNF,0.5,2025-10-30,2025-10-30,2025-11-04,4,CD,SEK
HMRZF,3.4,2025-11-07,2025-11-07,2025-11-12,2,CD,SEK
TLSNF,0.5,2026-02-06,2026-02-06,2026-02-11,4,CD,SEK
ETR,0.6,2025-02-10,2025-02-10,2025-03-03,4,CD,USD
GMLPF,0.546875,2025-02-10,2025-02-10,2025-02-18,4,CD,USD
OMF,1.04,2025-02-12,2025-02-12,2025-02-20,4,CD,USD
WT,0.03,2025-02-12,2025-02-12,2025-02-26,4,CD,USD
XOM,0.99,2025-02-12,2025-02-12,2025-03-10,4,CD,USD
EAD,0.0534,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
ERC,0.07284,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
ERH,0.07626,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
ZION,0.43,2025-02-13,2025-02-13,2025-02-20,4,CD,USD
AUB,0.34,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
AUBPRA,0.43,2025-02-14,2025-02-14,2025-03-03,4,CD,USD
BAH,0.55,2025-02-14,2025-02-14,2025-03-04,4,CD,USD
CHD,0.295,2025-02-14,2025-02-14,2025-03-03,4,CD,USD
CVX,1.71,2025-02-14,2025-02-14,2025-03-10,4,CD,USD
FHB,0.26,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
GWRS,0.02533,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
KR,0.32,2025-02-14,2025-02-14,2025-03-01,4,CD,USD
LNCPRD,0.5625,2025-02-14,2025-02-14,2025-03-01,4,CD,USD
NRT,0.04,2025-02-14,2025-02-14,2025-02-26,4,CD,USD
OPY,0.18,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
ORRF,0.26,2025-02-14,2025-02-14,2025-02-21,4,CD,USD
PFLC,0.14,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
TAIT,0.05,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
TBNK,0.01,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
TMP,0.62,2025-02-14,2025-02-14,2025-02-21,4,CD,USD
NBXG,0.1,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
NML,0.0584,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
PRMRF,0.05,2025-02-20,2025-02-20,2025-02-28,12,CD,CAD
LDSCY,0.11798,2025-02-21,2025-02-21,2025-04-28,4,CD,USD
LSGOF,0.095,2025-02-21,2025-02-21,2025-04-11,4,CD,GBP
RTX,0.63,2025-02-21,2025-02-21,2025-03-20,4,CD,USD
VSTS,0.035,2025-02-21,2025-02-21,2025-03-18,4,CD,USD
CVEO,0.25,2025-02-24,2025-02-24,2025-03-17,4,CD,USD
LFGP,0.21,2025-02-26,2025-02-26,2025-03-19,4,CD,USD
BBU,0.0625,2025-02-28,2025-02-28,2025-03-31,4,CD,USD
BBUC,0.0625,2025-02-28,2025-02-28,2025-03-31,4,CD,USD
BEP,0.373,2025-02-28,2025-02-28,2025-03-31,4,CD,USD
BEPC,0.373,2025-02-28,2025-02-28,2025-03-31,4,CD,USD
GATX,0.61,2025-02-28,2025-02-28,2025-03-31,4,CD,USD
HUBB,1.32,2025-02-28,2025-02-28,2025-03-17,4,CD,USD
KREFPRA,0.40625,2025-02-28,2025-02-28,2025-03-14,4,CD,USD
PFIS,0.6175,2025-02-28,2025-02-28,2025-03-14,4,CD,USD
ZIONP,0.3701119,2025-02-28,2025-03-01,2025-03-17,4,CD,USD
PIPR,0.65,2025-03-04,2025-03-04,2025-03-14,4,CD,USD
PIPR,3,2025-03-04,2025-03-04,2025-03-14,0,SC,USD
IMO,0.72,2025-03-05,2025-03-05,2025-04-01,4,CD,CAD
CBSH,0.275,2025-03-07,2025-03-07,2025-03-25,4,CD,USD
FLG,0.01,2025-03-07,2025-03-07,2025-03-17,4,CD,USD
FLGPRA,0.3984,2025-03-07,2025-03-07,2025-03-17,4,CD,USD
NVSEF,3.5,2025-03-12,2025-03-12,2025-03-13,1,CD,CHF
CINF,0.87,2025-03-24,2025-03-24,2025-04-15,4,CD,USD
HLMMF,3,2025-04-02,2025-04-02,2025-04-07,1,CD,SEK
HLMMF,9,2025-04-02,2025-04-02,2025-04-07,1,CD,SEK
SKUFF,7.75,2025-04-03,2025-04-03,2025-04-08,1,CD,SEK
SKULF,7.75,2025-04-03,2025-04-03,2025-04-08,1,CD,SEK
SSD,0.28,2025-04-03,2025-04-03,2025-04-24,4,CD,USD
ELMUF,1.18,2025-04-04,2025-04-04,2025-04-11,2,CD,EUR
BEPPRA,0.328125,2025-04-15,2025-04-15,2025-04-30,4,CD,USD
BDRFF,1,2025-04-23,2025-04-23,2025-04-24,1,CD,EUR
KKPNY,0.106267,2025-04-23,2025-04-23,2025-05-05,2,CD,USD
LPGDF,330,2025-04-23,2025-04-23,2025-04-30,2,CD,PLN
BAYZF,0.11,2025-04-29,2025-04-29,2025-04-30,1,CD,EUR
CTTAF,2.2,2025-04-29,2025-04-29,2025-04-30,1,CD,EUR
LFABF,2.4,2025-04-29,2025-04-29,2025-05-05,1,CD,SEK
VTRLY,0.099525,2025-05-02,2025-05-02,2025-05-21,1,CD,USD
BFFAF,2.25,2025-05-06,2025-05-06,2025-05-07,1,CD,EUR
EVVTY,2.91032,2025-05-07,2025-05-07,2025-05-27,1,CD,USD
HXGBF,0.14,2025-05-07,2025-05-07,2025-05-14,1,CD,EUR
ECTXF,0.85,2025-05-09,2025-05-09,2025-05-14,1,CD,SEK
ALIZF,13.8,2025-05-12,2025-05-12,2025-05-13,1,CD,EUR
BAMXF,6,2025-05-16,2025-05-16,2025-05-19,1,CD,EUR
DBOEF,3.8,2025-05-16,2025-05-16,2025-05-19,1,CD,EUR
DTGHF,1.9,2025-05-16,2025-05-16,2025-05-19,1,CD,EUR
ADDDF,0.7,2025-05-19,2025-05-19,2025-05-20,1,CD,EUR
CRZBF,0.65,2025-05-19,2025-05-19,2025-05-20,1,CD,EUR
BNTGF,2.1,2025-05-23,2025-05-26,2025-05-27,1,CD,EUR
DB,0.68,2025-05-23,2025-05-26,2025-05-27,1,CD,EUR
ELMUF,1.17,2025-10-17,2025-10-17,2025-10-24,2,CD,EUR
BRW,0.085,2025-02-11,2025-02-11,2025-02-28,12,CD,USD
LLGCF,0.017951,2025-02-11,2025-02-11,2025-03-28,2,CD,SGD
SABA,0.058,2025-02-11,2025-02-11,2025-02-28,12,CD,USD
CCD,0.195,2025-02-13,2025-02-13,2025-02-21,12,CD,USD
CEV,0.05,2025-02-13,2025-02-13,2025-02-24,12,CD,USD
CGO,0.08,2025-02-13,2025-02-13,2025-02-21,12,CD,USD
CHI,0.095,2025-02-13,2025-02-13,2025-02-21,12,CD,USD
CHW,0.05,2025-02-13,2025-02-13,2025-02-21,12,CD,USD
CHY,0.1,2025-02-13,2025-02-13,2025-02-21,12,CD,USD
CPZ,0.14,2025-02-13,2025-02-13,2025-02-21,12,CD,USD
CSQ,0.1025,2025-02-13,2025-02-13,2025-02-21,12,CD,USD
EVF,0.044,2025-02-13,2025-02-13,2025-02-24,12,CD,USD
EVN,0.0513,2025-02-13,2025-02-13,2025-02-24,12,CD,USD
EVV,0.0732,2025-02-13,2025-02-13,2025-02-24,12,CD,USD
HPF,0.1235,2025-02-13,2025-02-13,2025-02-28,12,CD,USD
HPI,0.1235,2025-02-13,2025-02-13,2025-02-28,12,CD,USD
HPS,0.11,2025-02-13,2025-02-13,2025-02-28,12,CD,USD
HTD,0.138,2025-02-13,2025-02-13,2025-02-28,12,CD,USD
PAXS,0.1494,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PCK,0.0215,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PCM,0.06424,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PCN,0.1125,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PCQ,0.036,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PDI,0.2205,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PDO,0.1279,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PDT,0.0825,2025-02-13,2025-02-13,2025-02-28,12,CD,USD
PDX,0.1334,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PFL,0.0814,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PFN,0.0718,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PGP,0.069,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PHK,0.048,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PMF,0.042,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PML,0.0395,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PMX,0.033,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PNF,0.0335,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PNI,0.0295,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PTY,0.1188,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PYN,0.0248,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
PZC,0.0295,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
RCS,0.04,2025-02-13,2025-02-13,2025-03-03,12,CD,USD
TBLD,0.10417,2025-02-13,2025-02-13,2025-02-21,12,CD,USD
ALTG,0.057,2025-02-14,2025-02-15,2025-02-28,4,CD,USD
AVK,0.1172,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BBN,0.0929,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BCAT,0.28822,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BCX,0.0697,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BDJ,0.0619,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BFK,0.05,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
BFZ,0.059,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
BGR,0.0973,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BGT,0.12028,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BGY,0.0426,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BHK,0.0746,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BHV,0.0515,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
BIGZ,0.08657,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BIT,0.1237,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BKN,0.057,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
BKT,0.0882,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BLE,0.054,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
BLW,0.1132,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BME,0.2621,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BMEZ,0.1773,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BMN,0.09375,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
BNY,0.051,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
BOE,0.0827,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BST,0.25,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BSTZ,0.22178,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BTA,0.0495,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
BTT,0.0464,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
BTZ,0.0839,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BUI,0.136,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
BYM,0.0555,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
CII,0.141,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
CNBA,0.17,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
DOC,0.305,2025-02-14,2025-02-14,2025-02-26,4,CD,USD
DSU,0.09873,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
ECAT,0.30699,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
EFR,0.091,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
EFT,0.094,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
EGF,0.041,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
EIM,0.0508,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
ELMA,0.1,2025-02-14,2025-02-14,2025-03-03,1,CD,USD
EML,0.11,2025-02-14,2025-02-14,2025-03-14,4,CD,USD
ENX,0.0417,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
EOI,0.1338,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
EOS,0.1523,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
EOT,0.0683,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
ETB,0.1058,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
ETG,0.1293,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
ETJ,0.0651,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
ETO,0.1733,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
ETV,0.0993,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
ETW,0.0664,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
ETX,0.0782,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
ETY,0.0992,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
EVG,0.074,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
EVM,0.0417,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
EVT,0.1646,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
EXG,0.0657,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
FBIZ,0.29,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
FINS,0.109,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
FRA,0.12384,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
GBAB,0.12573,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
GOF,0.1821,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
GUG,0.11875,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
HYT,0.0779,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
IBOC,0.7,2025-02-14,2025-02-14,2025-02-28,2,CD,USD
IPOOF,0.015,2025-02-14,2025-02-14,2025-02-28,12,CD,CAD
JFR,0.085,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
JGH,0.1035,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
JLS,0.1535,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
JMM,0.029,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
JPC,0.0665,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
JPI,0.166,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
JQC,0.054,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
JRI,0.1335,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
KGS,0.41,2025-02-14,2025-02-14,2025-02-21,4,CD,USD
KYN,0.08,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
LAKE,0.03,2025-02-14,2025-02-17,2025-02-24,4,CD,USD
MGY,0.15,2025-02-14,2025-02-14,2025-03-03,4,CD,USD
MHD,0.0595,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
MHN,0.0515,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
MIY,0.0545,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
MMD,0.06,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
MPA,0.066,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
MQT,0.051,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
MQY,0.058,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
MUA,0.0555,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
MUC,0.0535,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
MUE,0.051,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
MUI,0.055,2025-02-14,2025-02-14,2025-02-26,12,CD,USD
MUJ,0.054,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
MVF,0.036,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
MVT,0.054,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
MYD,0.0545,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
MYI,0.0555,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
MYN,0.0512,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NAC,0.0735,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NAD,0.0755,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NAN,0.072,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NAZ,0.0725,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NBB,0.0965,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NCA,0.029,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NDMO,0.062,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NEA,0.073,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NIM,0.0275,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NKX,0.076,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NMCO,0.0685,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NMI,0.038,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NMS,0.0735,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NMT,0.071,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NMZ,0.0655,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NNY,0.0295,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NOM,0.0675,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NPCT,0.119,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NPFD,0.1675,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NPV,0.072,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NQP,0.078,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NRK,0.069,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NUV,0.0325,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NUW,0.0485,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NVG,0.079,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NXC,0.0455,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NXJ,0.0785,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NXN,0.042,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NXP,0.052,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
NZF,0.0795,2025-02-14,2025-02-14,2025-03-03,12,CD,USD
PDCC,0.22,2025-02-14,2025-02-14,2025-02-28,12,CD,USD
PTRUF,0.01,2025-02-14,2025-02-14,2025-02-28,12,CD,CAD
SBRA,0.3,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
SIEGY,2.690714,2025-02-14,2025-02-14,2025-02-25,1,CD,USD
SMP,0.29,2025-02-14,2025-02-14,2025-03-03,4,CD,USD
TTCFF,0.2222,2025-02-14,2025-02-17,2025-03-07,4,CD,THB
TTMMF,0.2222,2025-02-14,2025-02-17,2025-03-07,4,CD,THB
CIF,0.01462,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
CIK,0.0225,2025-02-18,2025-02-18,2025-02-25,12,CD,USD
CMU,0.0145,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
CXE,0.016,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
CXH,0.0265,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
DHY,0.0155,2025-02-18,2025-02-18,2025-02-25,12,CD,USD
DLX,0.3,2025-02-18,2025-02-18,2025-03-03,4,CD,USD
IIM,0.0771,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
IQI,0.0631,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
MCR,0.0449,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
MFM,0.0215,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
MGF,0.01918,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
MIN,0.01958,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
MMT,0.03344,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
NHTC,0.2,2025-02-18,2025-02-18,2025-02-28,4,CD,USD
NXG,0.54,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
OIA,0.0291,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
SRV,0.45,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
VBF,0.07,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
VCV,0.0646,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
VGM,0.0646,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
VKI,0.0559,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
VKQ,0.0628,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
VLT,0.0964,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
VMO,0.0625,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
VPV,0.0667,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
VTN,0.0685,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
VVR,0.038,2025-02-18,2025-02-18,2025-02-28,12,CD,USD
XFLT,0.077,2025-02-18,2025-02-18,2025-03-03,12,CD,USD
DBL,0.11,2025-02-19,2025-02-19,2025-02-28,12,CD,USD
DLY,0.1167,2025-02-19,2025-02-19,2025-02-28,12,CD,USD
DSL,0.11,2025-02-19,2025-02-19,2025-02-28,12,CD,USD
FLNG,0.75,2025-02-20,2025-02-20,2025-03-05,4,CD,USD
WWD,0.28,2025-02-20,2025-02-20,2025-03-06,4,CD,USD
HFRO,0.0385,2025-02-21,2025-02-21,2025-02-28,12,CD,USD
PDM,0.125,2025-02-21,2025-02-21,2025-03-14,4,CD,USD
TMXXF,0.2,2025-02-21,2025-02-21,2025-03-07,4,CD,CAD
USLM,0.06,2025-02-21,2025-02-21,2025-03-14,4,CD,USD
FBAK,4,2025-02-28,2025-02-28,2025-03-17,4,CD,USD
PRDO,0.13,2025-02-28,2025-03-01,2025-03-13,4,CD,USD
WTS,0.43,2025-02-28,2025-02-28,2025-03-14,4,CD,USD
KFRC,0.39,2025-03-07,2025-03-07,2025-03-21,4,CD,USD
NSSC,0.125,2025-03-12,2025-03-12,2025-04-03,4,CD,USD
BKAAF,0.250438,2025-03-14,2025-03-14,2025-03-31,4,CD,CAD
BKEEF,0.3435,2025-03-14,2025-03-14,2025-03-31,4,CD,CAD
BKOFF,0.397438,2025-03-14,2025-03-14,2025-03-31,4,CD,CAD
BOPPF,0.382313,2025-03-14,2025-03-14,2025-03-31,4,CD,CAD
BRKFF,0.2835,2025-03-14,2025-03-14,2025-03-31,4,CD,CAD
BROAF,0.26875,2025-03-14,2025-03-14,2025-03-31,4,CD,CAD
BROPF,0.409125,2025-03-14,2025-03-14,2025-03-31,4,CD,CAD
BRPPF,0.294313,2025-03-14,2025-03-14,2025-03-31,4,CD,CAD
CSWC,0.06,2025-03-14,2025-03-14,2025-03-31,4,CD,USD
CSWC,0.58,2025-03-14,2025-03-14,2025-03-31,4,CD,USD
HCGI,0.02,2025-03-14,2025-03-14,2025-04-16,0,SC,USD
NXG,0.54,2025-03-17,2025-03-17,2025-03-31,12,CD,USD
PDCC,0.22,2025-03-17,2025-03-17,2025-03-31,12,CD,USD
SRV,0.45,2025-03-17,2025-03-17,2025-03-31,12,CD,USD
CAH,0.5056,2025-04-01,2025-04-01,2025-04-15,4,CD,USD
DTEGF,0.9,2025-04-11,2025-04-11,2025-04-14,1,CD,EUR
JBAXY,0.568368,2025-04-15,2025-04-15,2025-05-01,1,CD,USD
NXG,0.54,2025-04-15,2025-04-15,2025-04-30,12,CD,USD
SRV,0.45,2025-04-15,2025-04-15,2025-04-30,12,CD,USD
PDCC,0.22,2025-04-16,2025-04-16,2025-04-30,12,CD,USD
LPPSY,0.400213,2025-04-23,2025-04-23,2025-05-14,2,CD,USD
MKGAF,2.2,2025-04-29,2025-04-29,2025-04-30,1,CD,EUR
HENOF,1.85,2025-04-30,2025-04-30,2025-05-02,1,CD,EUR
MURGF,15,2025-05-05,2025-05-05,2025-05-06,1,CD,EUR
RWNFF,1.1,2025-05-05,2025-05-05,2025-05-06,1,CD,EUR
DPSTF,1.85,2025-05-06,2025-05-06,2025-05-07,1,CD,EUR
HVRRF,7.2,2025-05-09,2025-05-09,2025-05-12,1,CD,EUR
MBGAF,5.3,2025-05-09,2025-05-09,2025-05-12,1,CD,EUR
MTUAF,2.2,2025-05-12,2025-05-12,2025-05-13,1,CD,EUR
NXG,0.54,2025-05-15,2025-05-15,2025-05-30,12,CD,USD
RNMBF,5.7,2025-05-15,2025-05-15,2025-05-16,1,CD,EUR
SAPGF,2.2,2025-05-15,2025-05-15,2025-05-16,1,CD,EUR
SRV,0.45,2025-05-15,2025-05-15,2025-05-30,12,CD,USD
ENAKF,0.51,2025-05-19,2025-05-19,2025-05-20,1,CD,EUR
HLBZF,3,2025-05-19,2025-05-19,2025-05-20,1,CD,EUR
VLKPF,9.06,2025-05-20,2025-05-20,2025-05-21,1,CD,EUR
SYIEF,1.1,2025-05-22,2025-05-22,2025-05-23,1,CD,EUR
DRPRF,2.31,2025-05-23,2025-05-23,2025-05-26,1,CD,EUR
VNNVF,0.9,2025-05-30,2025-05-30,2025-06-02,1,CD,EUR
TETHF,0.01,2025-02-10,2025-02-10,2025-02-20,0,SC,USD
KPLIF,0.0125,2025-02-11,2025-02-11,2025-02-18,4,CD,SGD
SHBI,0.12,2025-02-13,2025-02-13,2025-02-27,4,CD,USD
APAM,0.5,2025-02-14,2025-02-14,2025-02-28,1,CD,USD
APAM,0.84,2025-02-14,2025-02-14,2025-02-28,4,CD,USD
ATEN,0.06,2025-02-14,2025-02-14,2025-03-03,4,CD,USD
BEVFF,0.02083,2025-02-14,2025-02-14,2025-02-28,12,CD,CAD
BPOPM,0.127604,2025-02-14,2025-02-15,2025-03-03,12,CD,USD
BPOPO,0.132813,2025-02-14,2025-02-15,2025-02-28,12,CD,USD
